ds,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),t,rh,ah,yhat,yhat_lower,yhat_upper
11/2/2004 7:00,1.5,1014,-200,8.7,927,309,747,56,1497,951,16.1,76.3,1.390,71.78,56.99,87.68
11/2/2004 8:00,3.4,1316,-200,20.7,1317,607,538,85,1860,1336,17.1,72.8,1.405,68.81,52.78,84.30
11/2/2004 9:00,4.4,1296,-200,25.2,1435,562,504,112,1899,1489,20.8,57.9,1.407,63.91,48.52,78.65
11/2/2004 10:00,4.4,1381,-200,23.6,1394,560,495,107,1911,1558,20.6,60.2,1.443,58.38,42.31,72.71
11/2/2004 11:00,5.8,1570,-200,32.9,1617,844,426,151,2170,1944,22.1,56.6,1.485,53.77,37.73,69.15
11/2/2004 12:00,4.9,1426,-200,25.6,1445,667,477,151,1970,1782,24,50,1.468,50.92,35.55,67.43
11/2/2004 13:00,5.1,1535,-200,31.2,1578,583,440,150,2125,1921,25.7,45.6,1.487,49.62,34.27,66.34
11/2/2004 14:00,7.5,1678,-200,37.9,1727,726,390,190,2318,2039,25.5,49.7,1.599,49.13,33.69,63.79
11/2/2004 15:00,5.8,1605,-200,32.3,1603,674,415,168,2199,1912,25.2,50.6,1.599,49.00,33.23,65.23
11/2/2004 16:00,5.9,1559,-200,31.5,1586,544,421,127,2197,1827,25.4,50.7,1.619,49.49,34.56,64.91
11/2/2004 17:00,6.8,1713,-200,38,1728,715,390,140,2386,1919,24.4,56,1.689,51.13,36.51,67.14
11/2/2004 18:00,7.9,1751,-200,44.1,1853,789,358,158,2496,2013,23,62.1,1.728,54.04,38.38,69.45
11/2/2004 19:00,8,1723,-200,44.9,1869,737,359,121,2563,1919,21.8,65.3,1.689,57.59,42.38,73.98
11/2/2004 20:00,9.2,1778,-200,48.2,1935,859,349,119,2643,1927,20.9,67.5,1.654,60.88,44.49,77.70
11/2/2004 21:00,5.9,1461,-200,29.1,1529,668,450,96,2111,1573,20.2,68.6,1.603,63.34,47.56,79.25
11/2/2004 22:00,3.7,1258,-200,19.1,1272,454,541,77,1804,1325,19.3,70.8,1.573,65.10,50.45,79.50
11/2/2004 23:00,2.6,1138,-200,13.9,1113,337,610,66,1641,1203,19.2,68.8,1.510,66.63,50.98,82.29
11/3/2004 0:00,1.1,936,-200,6.8,849,127,798,56,1381,947,20.4,61.1,1.450,68.25,53.84,82.89
11/3/2004 1:00,2.6,1167,-200,13.2,1090,281,626,62,1620,1106,18,71.5,1.462,69.82,54.07,85.38
11/3/2004 2:00,2.2,1071,-200,10.7,1003,252,665,58,1542,1045,17.5,73.2,1.452,71.08,55.44,86.75
11/3/2004 3:00,0.9,866,-200,4.1,717,-200,909,-200,1328,827,17.2,71.7,1.394,72.05,55.90,88.07
11/3/2004 4:00,-200,836,-200,2.9,647,65,985,37,1271,777,16.4,74.4,1.378,73.01,57.86,89.58
11/3/2004 5:00,0.5,823,-200,2.7,630,69,1033,35,1253,748,16.8,71.9,1.363,74.06,58.00,89.03
11/3/2004 6:00,0.7,890,-200,4.3,727,151,917,50,1290,833,16.9,70.5,1.350,74.66,59.46,90.36
11/3/2004 7:00,1.3,1019,-200,8,901,231,750,64,1438,960,17,70.1,1.351,73.80,58.43,89.17
11/3/2004 8:00,2.2,1177,-200,15.5,1166,297,621,75,1667,1157,18.8,62.5,1.340,70.74,55.04,86.15
11/3/2004 9:00,3.7,1348,-200,23.8,1398,515,505,101,1847,1444,20.3,58.4,1.375,65.73,51.57,81.25
11/3/2004 10:00,3.7,1341,-200,21,1323,499,516,94,1786,1522,23.7,49.1,1.423,60.08,44.91,74.96
11/3/2004 11:00,3.4,1307,-200,19.3,1278,445,527,95,1767,1452,26.6,42.8,1.471,55.34,41.04,71.50
11/3/2004 12:00,3.4,1305,-200,19.7,1287,464,525,124,1771,1437,26.2,43.5,1.459,52.36,37.67,67.90
11/3/2004 13:00,2.6,1177,-200,13.2,1090,298,612,86,1632,1209,26.3,43.6,1.466,50.93,35.86,66.51
11/3/2004 14:00,2.5,1192,-200,13,1085,266,617,79,1638,1170,26.6,42.5,1.457,50.29,34.64,65.78
11/3/2004 15:00,2.5,1214,-200,12.9,1080,323,611,87,1642,1190,26.3,43.7,1.472,50.02,33.68,64.97
11/3/2004 16:00,2.7,1240,-200,15.1,1152,352,575,94,1699,1278,25.6,46.2,1.490,50.37,34.83,67.38
11/3/2004 17:00,3.2,1271,-200,16.3,1188,372,563,107,1703,1305,25.1,47.6,1.498,51.88,37.09,67.67
11/3/2004 18:00,3.7,1333,-200,20.5,1312,383,520,107,1853,1364,23.8,51.4,1.496,54.64,40.42,70.95
11/3/2004 19:00,4.6,1390,-200,24.4,1414,455,487,117,1959,1428,23.3,53.1,1.496,58.07,43.46,73.97
11/3/2004 20:00,3.3,1266,-200,18.7,1261,355,541,97,1807,1285,22.4,55.2,1.474,61.24,45.72,77.00
11/3/2004 21:00,2.4,1140,-200,12.7,1072,267,626,90,1597,1143,21.7,57.7,1.477,63.59,47.87,79.18
11/3/2004 22:00,2.8,1240,-200,15.6,1168,308,582,86,1714,1235,20.5,63,1.504,65.24,50.94,79.91
11/3/2004 23:00,2.7,1187,-200,14.2,1122,313,589,77,1641,1208,19.5,67.6,1.516,66.68,50.78,81.63
11/4/2004 0:00,1.8,1043,-200,9.9,975,216,675,66,1489,1041,18.7,69,1.473,68.21,52.28,83.63
11/4/2004 1:00,1.1,948,-200,6.3,826,137,802,57,1382,897,19.3,65.5,1.450,69.70,53.54,84.41
11/4/2004 2:00,1.2,955,-200,5.2,775,140,831,55,1362,862,17.6,70.8,1.411,70.90,55.65,86.88
11/4/2004 3:00,0.8,915,-200,4.2,721,-200,891,-200,1315,816,16.8,72.9,1.385,71.82,57.38,87.78
11/4/2004 4:00,0.6,832,-200,2.9,644,94,990,40,1239,747,17.8,68.1,1.372,72.73,58.27,87.27
11/4/2004 5:00,0.5,846,-200,2.6,628,79,1025,40,1218,727,16.1,73.5,1.333,73.75,58.44,89.98
11/4/2004 6:00,0.7,897,-200,4.7,750,156,874,46,1270,799,15.8,73.5,1.315,74.33,58.91,88.66
11/4/2004 7:00,0.8,908,-200,5.1,767,153,868,53,1272,807,17,68,1.310,73.46,56.93,89.11
11/4/2004 8:00,3.5,1348,-200,22.2,1357,464,526,84,1833,1324,16,72.2,1.308,70.40,55.22,85.74
11/4/2004 9:00,3.6,1384,-200,23.3,1386,435,504,88,1833,1404,17.8,65.4,1.321,65.40,48.92,79.95
11/4/2004 10:00,-200,1473,-200,26.3,1463,683,462,143,1948,1605,20.6,56,1.347,59.77,44.76,75.63
11/4/2004 11:00,-200,1360,-200,19.7,1287,523,517,130,1755,1478,23.6,48,1.376,55.07,39.86,71.97
11/4/2004 12:00,-200,1305,-200,17.4,1223,460,545,120,1720,1414,23.7,49.8,1.443,52.13,36.67,68.49
11/4/2004 13:00,-200,1337,-200,20.2,1302,417,507,139,1786,1465,24.7,47.4,1.453,50.73,35.35,65.79
11/4/2004 14:00,-200,1414,-200,24.4,1414,486,478,139,1896,1588,25.9,42.8,1.412,50.15,34.24,64.59
11/4/2004 15:00,-200,1463,-200,24.5,1417,512,467,156,1900,1651,26.8,43.3,1.498,49.93,34.82,64.94
11/4/2004 16:00,-200,1530,-200,24.8,1425,595,457,143,1975,1652,26.6,45.5,1.556,50.34,34.49,66.54
11/4/2004 17:00,-200,1915,-200,45.9,1889,1052,340,186,2603,2110,24.8,53.9,1.668,51.90,37.29,67.50
11/4/2004 18:00,8.7,1882,-200,47.5,1920,1014,328,171,2609,2204,23.1,61.1,1.708,54.72,39.79,70.24
11/4/2004 19:00,5.8,1589,-200,33,1619,633,406,124,2216,1780,22.2,63.7,1.687,58.21,42.43,73.16
11/4/2004 20:00,4.3,1463,-200,27.2,1484,485,443,97,2011,1590,21.1,66.1,1.631,61.44,46.29,77.73
11/4/2004 21:00,3.6,1380,-200,21.8,1345,480,493,92,1856,1419,20,69,1.596,63.84,48.78,78.53
11/4/2004 22:00,3.9,1383,-200,21.3,1332,572,495,96,1855,1415,19.1,72,1.573,65.55,49.07,80.84
11/4/2004 23:00,2.4,1181,-200,13.3,1094,345,600,74,1599,1180,18.8,70.6,1.521,67.03,51.15,83.16
11/5/2004 0:00,1.6,1061,-200,8.8,931,195,699,65,1481,1015,18.5,69.5,1.466,68.60,53.62,84.12
11/5/2004 1:00,1.8,1091,-200,9.2,945,213,698,62,1467,1014,18.4,68.5,1.439,70.12,54.78,85.40
11/5/2004 2:00,1.5,1010,-200,7.6,884,216,719,59,1430,938,16.8,73.3,1.392,71.35,55.85,87.25
11/5/2004 3:00,0.7,868,-200,3.6,688,-200,922,-200,1249,777,17.9,66.8,1.360,72.28,57.90,89.39
11/5/2004 4:00,0.5,852,-200,2.8,639,73,1009,41,1204,723,16.5,71,1.324,73.20,56.65,88.02
11/5/2004 5:00,0.4,826,-200,2.2,601,67,1056,38,1180,702,16.9,67.9,1.295,74.21,59.74,90.45
11/5/2004 6:00,0.5,862,-200,3.4,677,96,973,43,1192,725,16.1,69.3,1.259,74.78,59.68,90.94
11/5/2004 7:00,0.8,951,-200,5.7,800,162,803,52,1257,836,16.1,69.6,1.259,73.89,57.46,89.34
11/5/2004 8:00,2,1210,-200,16.3,1188,305,583,75,1575,1129,16.2,70.1,1.284,70.80,55.86,84.32
11/5/2004 9:00,6.2,1601,-200,37.9,1727,725,389,118,2252,1718,16.5,69.3,1.290,65.76,49.82,81.51
11/5/2004 10:00,4.5,1477,-200,25.5,1443,658,469,126,1878,1646,19.6,58.3,1.314,60.08,44.06,74.88
11/5/2004 11:00,4.6,1458,-200,24.2,1408,710,471,151,1889,1664,20.7,55.5,1.341,55.31,39.09,70.22
11/5/2004 12:00,3.3,1354,-200,20.9,1321,445,504,107,1799,1496,20.8,56.3,1.366,52.30,36.50,68.47
11/5/2004 13:00,3.6,1385,-200,22.1,1354,455,490,114,1823,1506,21.7,53.1,1.365,50.83,35.23,66.94
11/5/2004 14:00,4.4,1460,-200,25,1430,524,466,125,1932,1604,23,49,1.362,50.16,34.74,65.57
11/5/2004 15:00,4.3,1492,-200,26.4,1463,527,460,138,1935,1632,24.2,44,1.308,49.86,34.34,64.38
11/5/2004 16:00,5,1569,-200,29.8,1547,601,435,144,2016,1736,24.7,43.6,1.340,50.17,35.66,66.02
11/5/2004 17:00,8.1,1870,-200,45,1871,1001,351,180,2483,2165,23,54.2,1.507,51.63,35.68,67.07
11/5/2004 18:00,8,1774,-200,42.8,1829,852,359,154,2457,2152,21.4,60.9,1.532,54.35,38.59,70.87
11/5/2004 19:00,3.6,1388,-200,22.4,1363,370,485,105,1815,1556,20.3,61.4,1.442,57.74,41.13,72.88
11/5/2004 20:00,2.9,1303,-200,15.9,1177,348,562,98,1619,1389,20,63.2,1.458,60.86,45.18,77.47
11/5/2004 21:00,2.7,1257,-200,14.3,1126,361,581,93,1599,1300,19.1,64.4,1.405,63.16,47.51,78.89
11/5/2004 22:00,1.9,1132,-200,10.7,1002,255,640,76,1474,1126,18.1,67.5,1.386,64.76,49.00,79.82
11/5/2004 23:00,1.3,1050,-200,7.6,881,162,732,69,1363,982,17.8,66.9,1.346,66.15,51.78,82.00
11/6/2004 0:00,1.2,1033,-200,6.7,842,166,756,66,1362,941,17.6,66.5,1.325,67.62,53.15,83.04
11/6/2004 1:00,1.8,1106,-200,9,938,247,685,76,1395,1010,16.1,71.2,1.295,69.06,53.40,82.36
11/6/2004 2:00,1.9,1107,-200,9,940,255,689,73,1403,985,15.5,73.3,1.285,70.21,54.29,85.85
11/6/2004 3:00,1.5,1011,-200,7,856,-200,769,-200,1341,889,15.4,72.8,1.263,71.06,55.21,85.70
11/6/2004 4:00,0.9,916,-200,4.3,726,129,879,54,1248,791,15.6,70.8,1.246,71.92,55.79,87.16
11/6/2004 5:00,0.5,852,-200,2.8,641,83,1012,44,1172,710,17,64.5,1.237,72.88,57.54,87.97
11/6/2004 6:00,0.6,889,-200,3.7,694,114,913,45,1198,743,14.9,72.3,1.219,73.40,58.74,88.56
11/6/2004 7:00,1.1,1002,-200,6.3,828,233,798,58,1307,857,14,76.6,1.218,72.48,57.02,87.74
11/6/2004 8:00,2.8,1231,-200,14.5,1134,448,587,87,1572,1143,14.6,74.2,1.226,69.36,53.31,86.03
11/6/2004 9:00,2.9,1212,-200,16.4,1191,455,551,97,1586,1210,15.9,69.8,1.253,64.30,49.87,80.68
11/6/2004 10:00,1.7,1121,-200,10.9,1012,254,650,80,1436,1060,18.4,61.3,1.285,58.62,42.31,73.31
11/6/2004 11:00,2.3,1260,-200,14.1,1121,313,568,82,1569,1252,20,56.7,1.308,53.87,38.06,70.24
11/6/2004 12:00,3.3,1391,-200,17.1,1214,490,518,112,1691,1435,20.4,57,1.351,50.88,35.56,65.97
11/6/2004 13:00,3.5,1463,-200,19.4,1280,496,482,121,1794,1544,20.7,59.3,1.428,49.44,33.61,64.72
11/6/2004 14:00,3.8,1464,-200,20.9,1321,514,475,132,1794,1600,21.7,54.8,1.402,48.81,34.23,64.36
11/6/2004 15:00,3.4,1412,-200,17.7,1230,454,516,141,1672,1534,22,54.2,1.410,48.56,33.09,63.98
11/6/2004 16:00,3.8,1450,-200,19.8,1292,507,495,130,1768,1495,21.4,57.1,1.436,48.94,33.63,64.76
11/6/2004 17:00,3.6,1416,-200,19.5,1283,474,510,113,1739,1442,20.8,58.7,1.426,50.47,36.11,65.27
11/6/2004 18:00,3.5,1346,-200,17,1211,404,540,101,1674,1340,20.1,59.6,1.385,53.27,36.45,70.32
11/6/2004 19:00,2.8,1273,-200,14.6,1137,356,586,91,1563,1231,20,58.4,1.347,56.74,41.97,72.12
11/6/2004 20:00,2.5,1206,-200,12,1049,345,634,90,1484,1128,19.5,58.9,1.320,59.95,44.29,75.73
11/6/2004 21:00,3.1,1252,-200,13.3,1094,395,615,90,1526,1188,19.5,57.4,1.287,62.35,46.73,77.26
11/6/2004 22:00,1.8,1069,-200,7.9,897,249,729,83,1364,998,19.1,59.2,1.295,64.04,48.65,78.59
11/6/2004 23:00,1.6,1061,-200,7.9,895,197,737,73,1359,944,18.8,59.1,1.270,65.53,50.43,80.84
11/7/2004 0:00,1.9,1072,-200,7.5,880,224,767,80,1318,928,18,60.4,1.233,67.10,52.27,83.06
11/7/2004 1:00,2,1075,-200,8.4,917,231,737,87,1354,1037,17.5,60.7,1.201,68.63,53.13,82.65
11/7/2004 2:00,1.4,992,-200,6.9,853,177,796,79,1305,930,17.5,59.4,1.177,69.87,53.67,85.47
11/7/2004 3:00,1.2,914,-200,4.6,741,-200,891,-200,1210,803,17.1,59.2,1.148,70.81,54.16,86.60
11/7/2004 4:00,-200,854,-200,3.8,700,98,980,56,1151,665,17,52.3,1.001,71.75,56.08,87.22
11/7/2004 5:00,0.7,774,-200,2.1,591,64,1151,42,1044,533,16.1,49.8,0.902,72.79,57.19,88.91
11/7/2004 6:00,0.4,757,-200,1.5,542,44,1339,31,1004,449,15.5,51.5,0.903,73.39,58.40,88.48
11/7/2004 7:00,0.4,752,-200,1.2,516,53,1370,35,997,440,15.1,52,0.888,72.52,56.48,87.51
11/7/2004 8:00,0.5,757,-200,1.6,551,94,1295,51,967,453,14.9,46.8,0.789,69.45,54.39,84.71
11/7/2004 9:00,0.7,777,-200,1.9,580,100,1263,58,963,465,15.5,42.4,0.740,64.44,49.84,80.03
11/7/2004 10:00,0.7,774,-200,2,583,98,1246,57,966,457,16.6,38.2,0.719,58.79,44.00,73.85
11/7/2004 11:00,0.7,805,-200,2.7,632,115,1176,63,1033,475,18,34.7,0.709,54.06,39.46,69.75
11/7/2004 12:00,1,838,-200,3.6,686,115,1083,61,1046,532,18,35.1,0.718,51.07,35.73,65.37
11/7/2004 13:00,1,824,-200,3.7,695,76,1091,34,1035,526,17.6,33.8,0.673,49.63,33.51,65.99
11/7/2004 14:00,0.9,812,-200,3.9,704,55,1055,26,1044,520,17.5,33.7,0.669,48.99,33.89,64.77
11/7/2004 15:00,0.9,806,-200,3.8,702,59,1052,28,1035,500,17.2,33.9,0.659,48.71,33.23,64.43
11/7/2004 16:00,0.9,789,-200,3.4,675,95,1121,50,974,482,16.8,32.1,0.607,49.04,33.68,64.45
11/7/2004 17:00,1.1,821,-200,4,713,107,1067,55,1030,539,16,34.1,0.616,50.52,34.84,65.90
11/7/2004 18:00,3.2,1024,-200,14.3,1127,189,704,84,1346,943,14.8,37.5,0.626,53.26,38.26,68.66
11/7/2004 19:00,3.1,1009,-200,10.5,995,386,784,140,1201,1016,14.4,39.2,0.641,56.65,40.31,71.59
11/7/2004 20:00,3.1,1064,-200,12.2,1055,412,738,138,1242,1063,14.1,43,0.688,59.78,44.57,75.66
11/7/2004 21:00,2.3,1001,-200,11.4,1029,342,733,127,1255,1034,13.4,48.4,0.740,62.09,46.35,77.86
11/7/2004 22:00,1.8,927,-200,7.3,868,255,847,117,1155,864,12.7,51.2,0.751,63.68,48.65,79.49
11/7/2004 23:00,0.8,819,-200,2.4,613,89,1118,57,1060,500,9.9,71.4,0.874,65.07,49.80,80.66
11/8/2004 0:00,0.9,847,-200,2.7,630,106,1057,59,1091,537,10.2,71.6,0.889,66.53,51.06,82.05
11/8/2004 1:00,0.8,798,-200,2.5,621,109,1115,62,1041,524,10.6,61.3,0.786,67.95,52.09,83.43
11/8/2004 2:00,0.7,757,-200,1.7,561,67,1192,42,998,457,11.1,55.6,0.734,69.07,53.42,83.45
11/8/2004 3:00,0.4,703,-200,0.5,446,-200,1523,-200,918,360,11.5,50.4,0.682,69.91,55.87,85.29
11/8/2004 4:00,0.2,689,-200,0.3,407,13,1757,13,895,333,11.3,49.5,0.662,70.74,55.29,86.43
11/8/2004 5:00,0.2,698,-200,0.4,424,20,1665,18,903,339,10.8,50.9,0.657,71.66,57.20,87.83
11/8/2004 6:00,0.3,720,-200,0.6,458,33,1536,26,917,358,10.9,50.1,0.652,72.15,56.53,86.58
11/8/2004 7:00,0.7,797,-200,2.1,593,146,1212,72,984,494,10.8,49.7,0.643,71.19,54.55,86.64
11/8/2004 8:00,1.7,950,-200,7.4,875,359,850,131,1179,828,10.7,50.4,0.647,68.03,51.33,82.66
11/8/2004 9:00,1.8,887,-200,5.9,809,322,899,133,1111,769,10.9,50,0.653,62.93,45.97,78.30
11/8/2004 10:00,1.5,850,-200,4.8,755,293,966,116,1051,714,12.1,46.5,0.653,57.21,41.86,72.48
11/8/2004 11:00,1.3,836,-200,4.5,740,255,987,117,1046,672,12.4,44.1,0.632,52.41,36.41,66.47
11/8/2004 12:00,1.2,827,-200,5.1,768,233,972,103,1040,671,13,40.1,0.599,49.38,34.30,64.89
11/8/2004 13:00,1.3,819,-200,6,810,220,947,100,1027,631,13.4,36.3,0.556,47.90,31.64,62.46
11/8/2004 14:00,1.8,919,-200,10,978,246,820,105,1180,805,13.1,38.5,0.578,47.24,30.80,62.62
11/8/2004 15:00,1.7,897,-200,7.8,890,272,850,121,1139,808,11.5,46.4,0.630,46.95,30.98,61.61
11/8/2004 16:00,2.2,973,-200,11.2,1023,358,780,132,1226,964,13.1,40.4,0.606,47.29,32.14,62.15
11/8/2004 17:00,3.2,1065,-200,17,1211,514,669,156,1364,1188,13,39.3,0.588,48.79,33.48,63.86
11/8/2004 18:00,5.9,1341,-200,31,1575,742,503,183,1778,1571,11.3,50.9,0.679,51.57,34.96,67.33
11/8/2004 19:00,6.6,1303,-200,28.9,1524,-200,515,-200,1744,1580,10.6,53.4,0.682,55.02,39.94,71.50
11/8/2004 20:00,-200,1189,-200,23.1,1381,-200,566,-200,1574,1426,9.5,57.9,0.688,58.22,42.20,73.90
11/8/2004 21:00,-200,1054,-200,13.7,1106,-200,679,-200,1297,1239,8.6,60.5,0.679,60.61,44.10,76.60
11/8/2004 22:00,-200,943,-200,8,900,-200,816,-200,1129,1064,8.5,59.7,0.665,62.31,46.03,78.24
11/8/2004 23:00,-200,903,-200,7.4,872,-200,855,-200,1108,987,7.9,61.4,0.658,63.81,48.24,79.06
11/9/2004 0:00,-200,858,-200,4.9,760,-200,940,-200,1049,873,7.1,63.6,0.644,65.40,51.04,80.98
11/9/2004 1:00,-200,821,-200,3.7,696,-200,1032,-200,1013,783,7.2,62.2,0.636,66.96,52.22,82.94
11/9/2004 2:00,-200,781,-200,2.9,645,-200,1088,-200,986,719,5.6,67.9,0.625,68.23,53.12,82.84
11/9/2004 3:00,-200,741,-200,1.9,580,-200,1224,-200,952,660,5.1,68.7,0.608,69.23,53.70,83.80
11/9/2004 4:00,-200,720,-200,1.4,540,-200,1296,-200,938,613,4.4,71.4,0.602,70.23,55.19,85.07
11/9/2004 5:00,-200,733,-200,1.9,574,-200,1238,-200,964,627,4.1,73.1,0.607,71.33,55.84,85.38
11/9/2004 6:00,-200,780,-200,3.2,666,-200,1099,-200,1003,697,3.2,76.8,0.596,72.00,56.74,87.50
11/9/2004 7:00,-200,915,-200,7.4,873,-200,873,-200,1135,915,3.7,76.2,0.614,71.22,54.92,87.05
11/9/2004 8:00,-200,1228,-200,22.4,1362,-200,575,-200,1543,1399,4.9,70.7,0.619,68.24,53.53,82.82
11/9/2004 9:00,-200,1239,-200,22.8,1373,-200,550,-200,1593,1495,7.1,62,0.627,63.34,47.94,79.40
11/9/2004 10:00,-200,1209,-200,18.5,1255,-200,588,-200,1447,1499,8.1,59.1,0.640,57.80,42.64,73.22
11/9/2004 11:00,-200,1257,-200,20.4,1308,-200,548,-200,1466,1720,11.1,48.8,0.643,53.18,37.02,68.32
11/9/2004 12:00,-200,1007,-200,10.6,1000,-200,727,-200,1197,1210,11.3,46.5,0.619,50.33,34.57,65.19
11/9/2004 13:00,-200,1020,-200,11.8,1041,-200,733,-200,1245,1123,12.5,42.3,0.610,49.02,33.86,64.26
11/9/2004 14:00,-200,1094,-200,14.8,1144,-200,669,-200,1327,1209,12.5,42.8,0.618,48.52,32.53,64.09
11/9/2004 15:00,2.1,1045,-200,13.1,1087,-200,712,-200,1270,1144,12.6,42.4,0.616,48.38,31.69,63.32
11/9/2004 16:00,1.5,909,-200,7.5,879,-200,874,-200,1083,847,13.8,40.7,0.641,48.86,32.57,64.04
11/9/2004 17:00,1.6,1013,-200,8.1,905,-200,816,-200,1201,923,11,58.8,0.771,50.50,35.03,65.88
11/9/2004 18:00,3.5,1236,-200,16.9,1206,-200,615,-200,1523,1166,8.3,76.5,0.843,53.39,38.08,68.34
11/9/2004 19:00,4.6,1275,-200,19.9,1294,-200,570,-200,1605,1280,8.6,75.5,0.847,56.95,40.52,72.89
11/9/2004 20:00,4.7,1237,-200,16.5,1194,-200,615,-200,1508,1193,8.8,76.6,0.868,60.24,44.41,75.96
11/9/2004 21:00,3,1101,-200,9.6,963,-200,748,-200,1320,966,8,81,0.871,62.70,46.59,78.55
11/9/2004 22:00,1.5,962,-200,5.3,778,-200,911,-200,1162,752,7.3,85.7,0.882,64.45,49.97,80.19
11/9/2004 23:00,0.9,841,-200,3.5,680,-200,1052,-200,1067,594,6.5,85.6,0.835,65.99,49.56,81.26
11/10/2004 0:00,0.8,831,-200,2.5,620,-200,1164,-200,1039,545,6.5,83.5,0.812,67.60,52.00,83.49
11/10/2004 1:00,0.7,843,-200,2.5,622,-200,1146,-200,1060,555,6.9,82.3,0.824,69.17,52.90,84.42
11/10/2004 2:00,0.6,798,-200,2.2,600,-200,1151,-200,1049,543,7.3,78.1,0.804,70.44,55.65,85.66
11/10/2004 3:00,0.3,730,-200,0.8,477,-200,1433,-200,950,420,7.9,68,0.727,71.41,56.48,87.31
11/10/2004 4:00,0.2,715,-200,0.5,445,32,1601,29,925,373,8,64.5,0.695,72.37,57.37,87.56
11/10/2004 5:00,0.2,726,-200,0.5,443,29,1663,26,942,363,8.1,68.6,0.741,73.41,58.41,88.77
11/10/2004 6:00,0.3,771,-200,0.9,490,48,1419,39,990,411,6.3,84.8,0.815,74.02,59.36,89.04
11/10/2004 7:00,0.5,805,-200,1.6,555,113,1255,72,1019,496,6.7,79.8,0.787,73.16,58.50,89.25
11/10/2004 8:00,1.4,958,-200,5.8,803,267,910,128,1172,738,7.1,77.9,0.791,70.09,55.03,85.92
11/10/2004 9:00,2,1021,-200,9.5,959,332,760,149,1297,910,7.9,73.5,0.788,65.08,49.58,79.79
11/10/2004 10:00,1.6,969,-200,6.7,843,354,857,165,1213,821,6.9,86,0.863,59.43,44.03,75.28
11/10/2004 11:00,1.3,923,-200,4.4,733,316,962,150,1124,740,6.8,87.1,0.865,54.70,39.18,69.28
11/10/2004 12:00,1.4,973,-200,6.8,850,395,868,165,1213,852,8,81.6,0.876,51.72,36.92,67.70
11/10/2004 13:00,1.9,996,-200,7.8,893,391,808,175,1237,895,9.5,70,0.830,50.28,34.89,64.98
11/10/2004 14:00,2.7,1055,-200,10.8,1007,457,736,145,1301,1019,10.5,62.2,0.792,49.65,34.28,65.18
11/10/2004 15:00,2.1,1023,-200,9.8,971,448,752,98,1283,993,11.4,59.1,0.796,49.38,34.36,65.13
11/10/2004 16:00,2.4,1039,-200,11.3,1024,543,721,105,1325,1043,11.1,58.6,0.774,49.73,35.63,64.92
11/10/2004 17:00,2.7,1051,-200,12.3,1061,574,696,106,1333,1111,10.8,57.6,0.747,51.23,36.30,67.31
11/10/2004 18:00,2.5,1050,-200,12.6,1070,435,699,141,1334,1087,10.6,56.9,0.728,54.00,37.69,69.28
11/10/2004 19:00,3.7,1156,-200,17,1209,504,614,177,1467,1250,10.6,59.3,0.759,57.43,41.89,73.34
11/10/2004 20:00,4.6,1277,-200,21.4,1335,586,551,182,1636,1331,10,71.5,0.877,60.60,44.49,75.38
11/10/2004 21:00,3.9,1172,-200,15.3,1159,580,621,193,1461,1243,10.3,71.1,0.888,62.95,47.18,79.44
11/10/2004 22:00,2.2,1048,-200,9.9,973,346,731,148,1298,1074,10.5,70.3,0.893,64.60,49.06,79.69
11/10/2004 23:00,2.7,1144,-200,13.4,1096,531,643,167,1394,1258,10.2,71.3,0.886,66.04,52.56,81.38
11/11/2004 0:00,2.6,1104,-200,11.2,1023,477,677,158,1314,1189,9.7,73.1,0.879,67.57,52.12,82.74
11/11/2004 1:00,2.1,1038,-200,9.4,957,344,713,132,1271,1092,9.3,73.5,0.865,69.06,53.78,85.06
11/11/2004 2:00,1.4,960,-200,6.6,838,219,797,97,1189,996,9.2,73.9,0.862,70.26,55.69,84.30
11/11/2004 3:00,1.2,934,-200,5.5,787,-200,822,-200,1147,974,8.1,78.1,0.845,71.17,54.84,86.66
11/11/2004 4:00,1.1,930,-200,5.4,784,174,850,74,1151,902,7.6,81.2,0.848,72.09,56.83,87.48
11/11/2004 5:00,1.1,918,-200,5.3,778,165,864,68,1136,859,7.5,81.5,0.850,73.11,57.36,87.72
11/11/2004 6:00,1.1,952,-200,6.1,814,250,804,89,1153,970,8.3,77.2,0.846,73.69,57.99,88.66
11/11/2004 7:00,1.5,1019,-200,8.1,905,388,757,117,1244,1062,8.9,75.6,0.867,72.82,56.67,87.71
11/11/2004 8:00,3.1,1287,-200,17.3,1218,758,580,190,1580,1304,9.2,81.7,0.951,69.76,54.05,84.76
11/11/2004 9:00,6.8,1578,-200,32.3,1605,1247,429,211,2032,1643,9.9,83.4,1.019,64.76,48.58,80.91
11/11/2004 10:00,5.4,1417,-200,24.1,1407,1110,490,190,1709,1488,10.2,82.3,1.025,59.13,42.50,75.98
11/11/2004 11:00,4.5,1392,-200,21,1325,1145,511,194,1631,1465,11.2,80.7,1.069,54.42,39.93,69.92
11/11/2004 12:00,3,1147,-200,12.7,1073,720,628,210,1415,1198,11.8,76.1,1.052,51.48,35.44,66.90
